基金代码,基金全称,基金简称,基金类型,发行日期,成立日期/规模,资产规模,份额规模,基金管理人,基金托管人,基金经理人,成立来分红,管理费率,托管费率,销售服务费率,最高认购费率,最高申购费率,最高赎回费率,业绩比较基准,跟踪标的
015097,西藏东财数字经济优选混合型发起式证券投资基金,东财数字经济C,混合型-偏股,2022年02月14日,2022年03月01日 / 1.222亿份,2.22亿元,1.2342亿份,东财基金,国信证券,冯杰波,每份累计0.00元,1.20%（每年）,0.10%（每年）,0.80%（每年）,0.00%,0.00%,1.50%,中证800指数收益率*60%+中证港股通综合指数收益率*20%+中证综合债指数收益率*20%,该基金无跟踪标的
015105,博道研究恒选混合型证券投资基金,博道研究恒选混合C,混合型-偏股,2022年04月18日,2022年06月02日 / 2.525亿份,0.08亿元,0.0737亿份,博道基金,国泰海通,何晓彬,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.50%（每年）,0.00%,0.00%,1.50%,中证800指数收益率*70%+中证港股通综合指数(人民币)收益率*5%+中债综合全价(总值)指数收益率*25%,该基金无跟踪标的
015144,中欧智能制造混合型证券投资基金,中欧智能制造混合C,混合型-偏股,2022年03月07日,2022年03月22日 / 2.541亿份,9.45亿元,4.8413亿份,中欧基金,招商银行,邵洁,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.50%（每年）,0.00%,0.00%,1.50%,中证智能制造主题指数收益率*70%+中证港股通综合指数(人民币)收益率*10%+银行活期存款利率(税后)*20%,该基金无跟踪标的
015152,东吴嘉禾优势精选混合型开放式证券投资基金,东吴嘉禾优势精选混合C,混合型-灵活,2004年12月20日,2022年02月22日 / --,8.61亿元,4.8747亿份,东吴基金,工商银行,刘元海,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,---,0.00%,1.50%,(上证180指数*60%+深证100指数*40%)*65%+中证全债指数*35%,该基金无跟踪标的
015159,申万菱信智能驱动股票型证券投资基金,申万菱信智能驱动股票C,股票型,2018年05月10日,2022年02月25日 / --,4.06亿元,0.8605亿份,申万菱信基金,农业银行,付娟、卜忠林,每份累计0.46元,1.20%（每年）,0.20%（每年）,0.40%（每年）,---,0.00%,1.50%,中证800指数收益率*85%+中证综合债指数收益率*15%,该基金无跟踪标的
015170,摩根核心成长股票型证券投资基金,摩根核心成长股票C,股票型,2022年02月18日,2022年02月23日 / --,3.76亿元,1.1259亿份,摩根基金(中国),中国银行,李博,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.50%（每年）,---,0.00%,1.50%,沪深300指数收益率*85%+中债总指数收益率*15%,该基金无跟踪标的
015198,汇添富移动互联股票型证券投资基金,汇添富移动互联股票C,股票型,2014年07月28日,2022年03月07日 / --,2.73亿元,1.0792亿份,汇添富基金,工商银行,沈若雨,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,中证移动互联网指数*80%+中债综合指数*20%,该基金无跟踪标的
015205,银华全球新能源车量化优选股票型发起式证券投资基金(QDII),银华全球新能源车量化优选股票(QDII)C,QDII-普通股票,2022年03月01日,2022年04月07日 / 0.441亿份,1.09亿元,0.7543亿份,银华基金,招商银行,李宜璇,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,中证新能源汽车指数收益率*45%+标普500指数(经估值汇率调整)收益率*45%+人民币活期存款利率(税后)*10%,该基金无跟踪标的
015271,财通多策略升级混合型证券投资基金(LOF),财通多策略升级混合(LOF)C,混合型-灵活,2016年02月18日,2022年03月03日 / --,0.16亿元,0.0751亿份,财通基金,工商银行,沈犁,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,---,0.00%,1.50%,沪深300指数收益率*55%+上证国债指数收益率*45%,该基金无跟踪标的
015290,格林高股息优选混合型证券投资基金,格林高股息优选混合C,混合型-偏股,2022年08月11日,2022年11月15日 / 2.358亿份,8.56亿元,4.7493亿份,格林基金,光大银行,刘赞,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,中证红利指数收益率*50%+中证港股通高股息投资指数收益率*30%+中债综合(全价)指数收益率*20%,该基金无跟踪标的
015321,长江新兴产业混合型发起式证券投资基金,长江新兴产业混合C,混合型-偏股,2022年04月06日,2022年04月22日 / 3.697亿份,0.25亿元,0.1713亿份,长江证券(上海)资管,交通银行,张剑鑫,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,中证新兴产业指数收益率*55%+中证港股通综合指数收益率*20%+中债综合指数收益率*25%,该基金无跟踪标的
015337,嘉实中证芯片产业指数型发起式证券投资基金,嘉实中证芯片产业指数发起式C,指数型-股票,2022年03月14日,2022年03月23日 / 0.249亿份,2.10亿元,1.5176亿份,嘉实基金,招商银行,田光远,每份累计0.00元,0.50%（每年）,0.10%（每年）,0.25%（每年）,0.00%,0.00%,1.50%,中证芯片产业指数收益率*95%+银行活期存款利率(税后)*5%,中证芯片产业指数
015358,摩根慧享成长混合型证券投资基金,摩根慧享成长混合C,混合型-偏股,2022年08月08日,2022年08月23日 / 8.003亿份,1.15亿元,0.8189亿份,摩根基金(中国),招商银行,李德辉,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,0.00%,0.00%,1.50%,中证800指数收益率*65%+中证港股通综合指数收益率*20%+上证国债指数收益率*15%,该基金无跟踪标的
015374,浙商智选新兴产业混合型证券投资基金,浙商智选新兴产业混合C,混合型-偏股,2022年04月25日,2022年05月24日 / 2.630亿份,0.18亿元,0.1421亿份,浙商基金,招商银行,成子浩,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.50%（每年）,0.00%,0.00%,1.50%,中国战略新兴产业成份指数收益率*70%+恒生科技指数收益率*10%+人民币银行活期存款利率*20%,该基金无跟踪标的
015382,东方兴瑞趋势领航混合型证券投资基金,东方兴瑞趋势领航混合C,混合型-偏股,2022年08月01日,2022年08月16日 / 2.621亿份,0.86亿元,0.6497亿份,东方基金,兴业银行,许文波、刘文哲,每份累计0.05元,1.20%（每年）,0.20%（每年）,0.50%（每年）,0.00%,0.00%,1.50%,中证800指数收益率*60%+恒生指数收益率(使用估值汇率调整)*10%+中债综合全价指数收益率*30%,该基金无跟踪标的
015389,宝盈转型动力灵活配置混合型证券投资基金,宝盈转型动力混合C,混合型-灵活,2015年04月15日,2022年04月01日 / --,6.00亿元,2.596亿份,宝盈基金,农业银行,容志能,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.50%（每年）,---,0.00%,1.50%,中证800指数收益率*70%+中证综合债券指数收益率*30%,该基金无跟踪标的
015390,万家瑞兴灵活配置混合型证券投资基金,万家瑞兴灵活配置混合C,混合型-灵活,2015年06月23日,2022年03月17日 / --,0.05亿元,0.034亿份,万家基金,上海银行,汪洋,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.50%（每年）,---,0.00%,1.50%,沪深300指数收益率*35%+恒生指数收益率*35%+中证全债指数收益率*30%,该基金无跟踪标的
015454,中欧中证500指数增强型证券投资基金,中欧中证500指数增强C,指数型-股票,2022年04月18日,2022年05月06日 / 5.548亿份,5.05亿元,3.7721亿份,中欧基金,兴业证券,钱亚婷、宋婷,每份累计0.00元,1.00%（每年）,0.15%（每年）,0.60%（每年）,0.00%,0.00%,1.50%,中证500指数收益率*95%+银行活期存款利率(税后)*5%,中证500指数
015461,天弘互联网灵活配置混合型证券投资基金,天弘互联网混合C,混合型-灵活,2015年05月07日,2022年03月23日 / --,0.08亿元,0.0541亿份,天弘基金,邮储银行,周楷宁、张磊,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,---,0.00%,1.50%,中证TMT产业主题指数收益率*60%+中证综合债指数收益率*40%,该基金无跟踪标的
015467,太平中证1000指数增强型证券投资基金,太平中证1000指数增强C,指数型-股票,2022年03月30日,2022年04月29日 / 2.083亿份,0.65亿元,0.4397亿份,太平基金,交通银行,张子权,每份累计0.00元,1.00%（每年）,0.15%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,中证1000指数收益率*95%+银行活期存款利率(税后)*5%,中证1000指数
015491,博时科创主题灵活配置混合型证券投资基金(LOF),博时科创主题灵活配置混合(LOF)C,混合型-灵活,2019年06月24日,2022年06月27日 / --,0.04亿元,0.0137亿份,博时基金,工商银行,黄继晨,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,---,0.00%,1.50%,中国战略新兴产业成份指数收益率*50%+中证港股通综合指数(人民币)*20%+中债综合财富(总值)指数收益率*30%,该基金无跟踪标的
015496,景顺长城中证1000指数增强型证券投资基金,景顺长城中证1000指数增强C,指数型-股票,2022年04月11日,2022年04月27日 / 5.819亿份,0.42亿元,0.3026亿份,景顺长城基金,中信建投,黎海威、徐喻军,每份累计0.00元,1.00%（每年）,0.15%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,中证1000指数收益率*95%+商业银行活期存款利率(税后)*5%,中证1000指数
015508,兴业中证500指数增强型证券投资基金,兴业中证500指数增强C,指数型-股票,2022年04月25日,2022年06月07日 / 2.208亿份,5.16亿元,4.0425亿份,兴业基金,国泰海通,楼华锋,每份累计0.00元,1.00%（每年）,0.10%（每年）,0.30%（每年）,0.00%,0.00%,1.50%,中证500指数收益率*95%+银行活期存款税后利率*5%,中证500指数
015561,长城双动力混合型证券投资基金,长城双动力混合C,混合型-偏股,2022年04月15日,2022年04月15日 / --,0.81亿元,0.416亿份,长城基金,建设银行,苏俊彦,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,标普中国A股300指数收益率*75%+中证综合债指数收益率*25%,该基金无跟踪标的
015576,宏利绩优增长灵活配置混合型证券投资基金,宏利绩优混合C,混合型-灵活,2018年05月14日,2022年06月10日 / --,1.57亿元,0.7081亿份,宏利基金,中国银行,孙硕,每份累计0.24元,1.20%（每年）,0.20%（每年）,0.40%（每年）,---,0.00%,1.50%,中证全指指数收益率*50%+中证综合债券指数收益率*50%,该基金无跟踪标的
015577,国联安上证大宗商品股票交易型开放式指数证券投资基金联接基金,国联安上证商品ETF联接C,指数型-股票,2010年11月01日,2022年05月13日 / --,0.18亿元,0.1305亿份,国联安基金,中国银行,黄欣,每份累计0.00元,0.60%（每年）,0.10%（每年）,0.25%（每年）,---,0.00%,1.50%,上证大宗商品股票指数收益率*95%+银行活期存款利率(税后)*5%,上证商品
015582,国泰量化策略收益混合型证券投资基金,国泰量化策略收益混合C,混合型-偏股,2013年07月12日,2022年05月18日 / --,1.69亿元,1.0084亿份,国泰基金,建设银行,高崇南、贺天元,每份累计0.21元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,沪深300指数收益率*75%+中证综合债指数收益率*25%,该基金无跟踪标的
015585,国泰优势行业混合型证券投资基金,国泰优势行业混合C,混合型-偏股,2018年05月07日,2022年05月17日 / --,0.38亿元,0.1499亿份,国泰基金,建设银行,彭凌志,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,沪深300指数收益率*80%+中债综合指数收益率*20%,该基金无跟踪标的
015593,国泰金鑫股票型证券投资基金,国泰金鑫股票C,股票型,2014年09月22日,2022年05月16日 / --,0.13亿元,0.0461亿份,国泰基金,建设银行,于腾达,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,沪深300指数收益率*90%+中证综合债指数收益率*10%,该基金无跟踪标的
015596,国泰国证有色金属行业指数证券投资基金(LOF),国泰国证有色金属行业指数(LOF)C,指数型-股票,2015年03月16日,2022年05月17日 / --,3.90亿元,1.9535亿份,国泰基金,建设银行,吴中昊,每份累计0.00元,1.00%（每年）,0.20%（每年）,0.20%（每年）,---,0.00%,1.50%,国证有色金属行业指数收益率*95%+银行活期存款利率(税后)*5%,国证有色金属行业指数
015600,国泰创业板指数证券投资基金(LOF),国泰创业板指数(LOF)C,指数型-股票,2016年09月28日,2022年05月20日 / --,0.61亿元,0.3411亿份,国泰基金,建设银行,吴中昊,每份累计0.00元,0.50%（每年）,0.15%（每年）,0.20%（每年）,---,0.00%,1.50%,创业板指数收益率*95%+银行活期存款利率(税后)*5%,创业板指数(价格)
015608,信澳转型创新股票型证券投资基金,信澳转型创新股票C,股票型,2015年03月19日,2022年06月01日 / --,1.48亿元,1.0464亿份,信达澳亚基金,建设银行,朱然,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,沪深300指数收益率*85%+上证国债指数收益率*15%,该基金无跟踪标的
015637,摩根阿尔法混合型证券投资基金,摩根阿尔法混合C,混合型-偏股,2022年04月29日,2022年05月06日 / --,0.67亿元,0.1094亿份,摩根基金(中国),建设银行,李博,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,沪深300指数收益率*80%+中债总指数收益率*20%,该基金无跟踪标的
015642,银华数字经济股票型发起式证券投资基金,银华数字经济股票发起式C,股票型,2022年05月12日,2022年05月20日 / 0.137亿份,11.45亿元,6.5682亿份,银华基金,浦发银行,王晓川,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.20%（每年）,0.00%,0.00%,1.50%,中证数字经济主题全收益指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+中债综合指数(全价)收益率*20%,该基金无跟踪标的
015673,鹏华创业板指数型证券投资基金(LOF),鹏华创业板指数(LOF)C,指数型-股票,2015年05月25日,2022年05月10日 / --,0.27亿元,0.1843亿份,鹏华基金,建设银行,余展昌,每份累计0.00元,1.00%（每年）,0.20%（每年）,0.30%（每年）,---,0.00%,1.50%,创业板指数收益率*95%+商业银行活期存款利率(税后)*5%,创业板指数(价格)
015676,鹏华中证移动互联网指数型证券投资基金(LOF),鹏华中证移动互联网指数(LOF)C,指数型-股票,2015年06月01日,2022年05月10日 / --,0.09亿元,0.0495亿份,鹏华基金,建设银行,罗英宇,每份累计0.00元,1.00%（每年）,0.20%（每年）,0.30%（每年）,---,0.00%,1.50%,中证移动互联网指数收益率*95%+商业银行活期存款利率(税后)*5%,中证移动互联网指数
015677,鹏华中证一带一路主题指数型证券投资基金(LOF),鹏华中证一带一路主题指数(LOF)C,指数型-股票,2015年05月08日,2022年05月20日 / --,0.20亿元,0.1323亿份,鹏华基金,招商银行,王力,每份累计0.00元,1.00%（每年）,0.20%（每年）,0.30%（每年）,---,0.00%,1.50%,中证一带一路主题指数收益率*95%+商业银行活期存款利率(税后)*5%,中证一带一路主题指数
015683,景顺长城科技创新混合型证券投资基金,景顺长城科技创新混合C,混合型-偏股,2020年03月13日,2022年04月29日 / --,5.73亿元,2.737亿份,景顺长城基金,农业银行,张仲维,每份累计0.20元,1.20%（每年）,0.20%（每年）,0.40%（每年）,---,0.00%,1.50%,中国战略新兴产业成份指数收益率*65%+恒生指数收益率*15%+中债综合指数收益率*20%,该基金无跟踪标的
015686,富国新兴产业股票型证券投资基金,富国新兴产业股票C,股票型,2022年02月25日,2022年06月16日 / --,37.85亿元,10.1865亿份,富国基金,工商银行,孙权,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,中证800指数收益率*80%+中债综合指数收益率*20%,该基金无跟踪标的
015689,富国价值增长混合型证券投资基金,富国价值增长混合C,混合型-偏股,2020年09月07日,2022年06月14日 / --,0.06亿元,0.0526亿份,富国基金,建设银行,张富盛,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,沪深300指数收益率*65%+恒生指数收益率(使用估值汇率折算)*15%+银行活期存款(税后)利率*20%,该基金无跟踪标的
015690,富国中小盘精选混合型证券投资基金,富国中小盘精选混合C,混合型-偏股,2015年12月01日,2022年06月14日 / --,14.27亿元,2.9085亿份,富国基金,建设银行,曹晋,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,中证700指数收益率*80%+中债综合财富指数收益率*20%,该基金无跟踪标的
015692,富国通胀通缩主题轮动混合型证券投资基金,富国通胀通缩主题轮动混合C,混合型-偏股,2022年04月08日,2022年06月16日 / --,4.47亿元,0.6648亿份,富国基金,工商银行,曹晋,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,沪深300指数收益率*80%+中债综合指数收益率*20%,该基金无跟踪标的
015709,摩根中国优势证券投资基金,摩根中国优势混合C,混合型-灵活,2022年05月11日,2022年05月13日 / --,3.84亿元,1.717亿份,摩根基金(中国),建设银行,杜猛,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,沪深300指数收益率*70%+中债总指数收益率*30%,该基金无跟踪标的
015715,富国成长动力混合型证券投资基金,富国成长动力混合C,混合型-偏股,2022年04月08日,2022年06月16日 / --,1.95亿元,1.3126亿份,富国基金,农业银行,曹晋,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,中证500指数收益率*70%+恒生指数收益率(使用汇率估值折算)*10%+中债综合全价指数收益率*20%,该基金无跟踪标的
015750,博时优享回报混合型证券投资基金,博时优享回报混合C,混合型-偏股,2022年05月25日,2022年08月02日 / 5.636亿份,0.24亿元,0.2048亿份,博时基金,工商银行,郭晓林,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.50%（每年）,0.00%,0.00%,1.50%,中证800指数收益率*50%+中证港股通综合指数(人民币)收益率*20%+中债综合财富(总值)指数收益率*30%,该基金无跟踪标的
015751,景顺长城品质长青混合型证券投资基金,景顺长城品质长青混合C,混合型-偏股,2021年02月03日,2022年05月13日 / --,71.37亿元,38.9496亿份,景顺长城基金,招商银行,农冰立,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,---,0.00%,1.50%,沪深300指数收益率*60%+中证港股通综合指数收益率(使用估值汇率折算)*20%+中证综合债券指数*20%,该基金无跟踪标的
015756,景顺长城景气成长混合型证券投资基金,景顺长城景气成长混合C,混合型-偏股,2021年05月20日,2022年05月20日 / --,0.29亿元,0.2006亿份,景顺长城基金,招商银行,董晗,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,---,0.00%,1.50%,中证800指数收益率*65%+中证港股通综合指数(人民币)收益率*15%+中证综合债券指数收益率*20%,该基金无跟踪标的
015770,天弘低碳经济混合型证券投资基金,天弘低碳经济混合C,混合型-偏股,2022年06月06日,2022年06月28日 / 2.986亿份,1.06亿元,0.9725亿份,天弘基金,民生银行,唐博,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,沪深300指数收益率*70%+恒生指数收益率*5%+中证全债指数收益率*25%,该基金无跟踪标的
015773,招商移动互联网产业股票型证券投资基金,招商移动互联网产业股票基金C,股票型,2015年06月10日,2022年05月13日 / --,1.02亿元,0.5716亿份,招商基金,工商银行,张林,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.30%（每年）,---,0.00%,1.50%,中证移动互联网指数收益率*80%+中债综合指数收益率*20%,该基金无跟踪标的
015788,鹏扬中证数字经济主题交易型开放式指数证券投资基金发起式联接基金,鹏扬中证数字经济主题ETF发起联接C,指数型-股票,2022年09月08日,2022年09月26日 / 0.187亿份,1.99亿元,1.2134亿份,鹏扬基金,招商银行,施红俊,每份累计0.00元,0.50%（每年）,0.10%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,中证数字经济主题指数收益率*95%+银行活期存款利率(税后)*5%,中证数字经济主题指数
015795,天弘创业板指数增强型证券投资基金,天弘创业板指数增强C,指数型-股票,2022年07月27日,2022年08月18日 / 2.348亿份,3.38亿元,2.6714亿份,天弘基金,民生银行,杨超、王帅,每份累计0.00元,0.60%（每年）,0.10%（每年）,0.30%（每年）,0.00%,0.00%,1.50%,创业板指数收益率*95%+银行活期存款利率(税后)*5%,创业板指数(价格)
015849,富国创新企业灵活配置混合型证券投资基金(LOF),富国创新企业灵活配置混合(LOF)C,混合型-灵活,2022年06月09日,2022年06月13日 / --,2.22亿元,0.8813亿份,富国基金,招商银行,孙权,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,中证TMT产业主题指数收益率*60%+中证全债指数收益率*40%,该基金无跟踪标的
015850,农银汇理行业轮动混合型证券投资基金,农银行业轮动混合C,混合型-偏股,2012年10月15日,2022年05月26日 / --,0.07亿元,0.0072亿份,农银汇理基金,民生银行,邢军亮,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,---,0.00%,1.50%,沪深300指数收益率*75%+中证全债指数收益率*25%,该基金无跟踪标的
015857,格林碳中和主题混合型证券投资基金,格林碳中和主题混合C,混合型-偏股,2022年11月08日,2023年01月18日 / 3.542亿份,0.16亿元,0.0983亿份,格林基金,交通银行,刘赞,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,中证内地低碳经济主题指数收益率*60%+沪深300指数收益率*10%+中债综合(全价)指数收益率*25%+恒生指数收益率(经汇率调整)*5%,该基金无跟踪标的
015868,国泰海通中证1000指数增强型证券投资基金,国泰海通中证1000指数增强C,指数型-股票,2022年08月01日,2022年08月16日 / 6.094亿份,10.97亿元,7.5976亿份,国泰海通资管,农业银行,胡崇海、刘晟,每份累计0.00元,1.00%（每年）,0.15%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,中证1000指数收益率*95%+同期银行活期存款利率(税后)*5%,中证1000指数
015877,富国中证消费电子主题交易型开放式指数证券投资基金发起式联接基金,富国中证消费电子主题ETF发起式联接C,指数型-股票,2022年06月06日,2022年06月14日 / 0.186亿份,5.03亿元,3.0507亿份,富国基金,交通银行,张圣贤,每份累计0.00元,0.50%（每年）,0.10%（每年）,0.20%（每年）,0.00%,0.00%,1.50%,中证消费电子主题指数收益率*95%+银行活期存款利率(税后)*5%,中证消费电子主题指数
015895,平安中证消费电子主题交易型开放式指数证券投资基金发起式联接基金,平安中证消费电子主题ETF发起式联接C,指数型-股票,2022年07月04日,2022年07月19日 / 0.406亿份,1.08亿元,0.666亿份,平安基金,中信建投,刘洁倩,每份累计0.00元,0.50%（每年）,0.10%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,中证消费电子主题指数收益率*95%+银行活期存款利率(税后)*5%,中证消费电子主题指数
015903,博时优质精选混合型证券投资基金,博时优质精选混合C,混合型-偏股,2022年06月02日,2022年08月22日 / 3.676亿份,0.06亿元,0.0464亿份,博时基金,中国银行,冀楠,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,0.00%,0.00%,1.50%,沪深300指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+中债综合财富(总值)指数收益率*20%,该基金无跟踪标的
015937,中信保诚鼎利灵活配置混合型证券投资基金(LOF),中信保诚鼎利混合(LOF)C,混合型-灵活,2016年04月25日,2022年06月09日 / --,0.11亿元,0.057亿份,中信保诚基金,工商银行,吴振华,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,沪深300指数收益率*50%+中证综合债指数收益率*50%,该基金无跟踪标的
015947,兴业研究精选混合型证券投资基金,兴业研究精选混合C,混合型-偏股,2020年11月09日,2022年06月17日 / --,9.55亿元,5.1979亿份,兴业基金,浦发银行,邹慧,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.30%（每年）,---,0.00%,1.50%,沪深300指数收益率*70%+中证全债指数收益率*30%,该基金无跟踪标的
015968,永赢半导体产业智选混合型发起式证券投资基金,永赢半导体产业智选混合发起C,混合型-偏股,2022年09月14日,2022年09月22日 / 0.108亿份,85.80亿元,49.3564亿份,永赢基金,交通银行,张海啸,每份累计0.00元,1.20%（每年）,0.05%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,中证全指半导体产品与设备指数收益率*70%+中证港股通综合指数收益率(人民币)*10%+中债-综合指数(全价)收益率*20%,该基金无跟踪标的
015971,华泰柏瑞景气驱动混合型证券投资基金,华泰柏瑞景气驱动混合C,混合型-偏股,2022年09月01日,2022年09月28日 / 2.170亿份,5.84亿元,3.7699亿份,华泰柏瑞基金,建设银行,陈乐,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.50%（每年）,0.00%,0.00%,1.50%,中证800指数收益率*70%+中证港股通综合指数(人民币)收益率*10%+中债综合全价指数收益率*20%,该基金无跟踪标的
016049,华商甄选回报混合型证券投资基金,华商甄选回报混合C,混合型-偏股,2021年01月14日,2022年07月07日 / --,12.69亿元,6.0706亿份,华商基金,中国银行,孙蔚、崔志鹏、余懿,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,沪深300指数收益率*70%+中证全债指数收益率*20%+中证港股通综合指数收益率*10%,该基金无跟踪标的
016050,华商高端装备制造股票型证券投资基金,华商高端装备制造股票C,股票型,2019年11月18日,2022年07月07日 / --,0.25亿元,0.0704亿份,华商基金,中国银行,陈夏琼、彭雾,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,中证高端装备制造指数收益率*70%+中证全债指数收益率*20%+中证港股通综合指数收益率*10%,该基金无跟踪标的
016051,华商万众创新灵活配置混合型证券投资基金,华商万众创新混合C,混合型-灵活,2016年05月26日,2022年07月07日 / --,1.84亿元,0.6458亿份,华商基金,建设银行,叶峰,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,中证800指数收益率*65%+上证国债指数收益率*35%,该基金无跟踪标的
016052,华商改革创新股票型证券投资基金,华商改革创新股票C,股票型,2017年12月28日,2022年07月07日 / --,0.25亿元,0.085亿份,华商基金,建设银行,刘力,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,中证800指数收益率*80%+上证国债指数收益率*20%,该基金无跟踪标的
016068,鹏华新能源汽车主题混合型证券投资基金,鹏华新能源汽车混合C,混合型-偏股,2022年07月11日,2022年07月26日 / 31.606亿份,9.12亿元,7.2527亿份,鹏华基金,工商银行,闫思倩,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,0.00%,0.00%,1.50%,中证新能源汽车指数收益率*70%+恒生指数收益率*10%(经汇率估值调整)+中债综合财富(总值)指数收益率*20%,该基金无跟踪标的
016069,华商研究精选灵活配置混合型证券投资基金,华商研究精选灵活配置C,混合型-灵活,2017年04月17日,2022年07月07日 / --,1.39亿元,0.378亿份,华商基金,交通银行,童立,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,---,0.00%,1.50%,中证800指数收益率*65%+上证国债指数收益率*35%,该基金无跟踪标的
016071,华安智联混合型证券投资基金(LOF),华安智联混合(LOF)C,混合型-偏债,2019年06月05日,2022年07月07日 / --,0.50亿元,0.3082亿份,华安基金,建设银行,朱才敏、许瀚天,每份累计0.00元,0.70%（每年）,0.20%（每年）,0.40%（每年）,---,0.00%,1.50%,中证800指数收益率*20%+中债综合指数收益率*80%,该基金无跟踪标的
016099,华安成长创新混合型证券投资基金,华安成长创新混合C,混合型-偏股,2019年06月05日,2022年08月11日 / --,1.15亿元,0.396亿份,华安基金,中国银行,胡宜斌,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,中证800成长指数收益率*70%+恒生指数收益率*10%+中债综合全价指数收益率*20%,该基金无跟踪标的
016123,华富中证科创创业50指数增强型证券投资基金,华富中证科创创业50指数增强C,指数型-股票,2022年08月08日,2022年08月31日 / 2.465亿份,0.49亿元,0.3501亿份,华富基金,平安银行,张娅、郜哲,每份累计0.00元,1.00%（每年）,0.10%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,中证科创创业50指数收益率*95%+银行活期存款利率(税后)*5%,中证科创创业50指数
